date,product_id,product_name,demand,promotion_active,day_of_week,month,year,economic_trend_factor
2022-03-16,1001,Organic Bananas,135.53,False,2,3,2022,0.957
2022-03-17,1001,Organic Bananas,102.89,False,3,3,2022,0.957
2022-03-18,1001,Organic Bananas,158.91,False,4,3,2022,0.957
2022-03-19,1001,Organic Bananas,162.22,False,5,3,2022,0.957
2022-03-20,1001,Organic Bananas,176.32,False,6,3,2022,0.957
2022-03-21,1001,Organic Bananas,112.7,False,0,3,2022,0.957
2022-03-22,1001,Organic Bananas,124.19,False,1,3,2022,0.957
2022-03-23,1001,Organic Bananas,128.22,False,2,3,2022,0.957
2022-03-24,1001,Organic Bananas,188.11,True,3,3,2022,0.957
2022-03-25,1001,Organic Bananas,136.36,False,4,3,2022,0.958
2022-03-26,1001,Organic Bananas,178.97,False,5,3,2022,0.958
2022-03-27,1001,Organic Bananas,164.54,False,6,3,2022,0.958
2022-03-28,1001,Organic Bananas,113.56,False,0,3,2022,0.958
2022-03-29,1001,Organic Bananas,175.16,True,1,3,2022,0.958
2022-03-30,1001,Organic Bananas,123.94,False,2,3,2022,0.958
2022-03-31,1001,Organic Bananas,144.14,False,3,3,2022,0.958
2022-04-01,1001,Organic Bananas,144.11,False,4,4,2022,0.958
2022-04-02,1001,Organic Bananas,185.0,False,5,4,2022,0.958
2022-04-03,1001,Organic Bananas,123.83,False,6,4,2022,0.958
2022-04-04,1001,Organic Bananas,131.37,False,0,4,2022,0.958
2022-04-05,1001,Organic Bananas,129.85,False,1,4,2022,0.959
2022-04-06,1001,Organic Bananas,169.54,True,2,4,2022,0.959
2022-04-07,1001,Organic Bananas,122.14,False,3,4,2022,0.959
2022-04-08,1001,Organic Bananas,108.64,False,4,4,2022,0.959
2022-04-09,1001,Organic Bananas,177.86,False,5,4,2022,0.959
2022-04-10,1001,Organic Bananas,167.98,False,6,4,2022,0.959
2022-04-11,1001,Organic Bananas,108.76,False,0,4,2022,0.959
2022-04-12,1001,Organic Bananas,97.55,False,1,4,2022,0.959
2022-04-13,1001,Organic Bananas,131.7,False,2,4,2022,0.959
2022-04-14,1001,Organic Bananas,124.4,False,3,4,2022,0.959
2022-04-15,1001,Organic Bananas,138.73,False,4,4,2022,0.959
2022-04-16,1001,Organic Bananas,226.46,True,5,4,2022,0.96
2022-04-17,1001,Organic Bananas,135.07,False,6,4,2022,0.96
2022-04-18,1001,Organic Bananas,114.78,False,0,4,2022,0.96
2022-04-19,1001,Organic Bananas,118.55,False,1,4,2022,0.96
2022-04-20,1001,Organic Bananas,163.44,False,2,4,2022,0.96
2022-04-21,1001,Organic Bananas,138.6,False,3,4,2022,0.96
2022-04-22,1001,Organic Bananas,181.0,False,4,4,2022,0.96
2022-04-23,1001,Organic Bananas,162.1,False,5,4,2022,0.96
2022-04-24,1001,Organic Bananas,159.48,False,6,4,2022,0.96
2022-04-25,1001,Organic Bananas,100.11,False,0,4,2022,0.96
2022-04-26,1001,Organic Bananas,141.64,False,1,4,2022,0.961
2022-04-27,1001,Organic Bananas,136.68,False,2,4,2022,0.961
2022-04-28,1001,Organic Bananas,137.55,False,3,4,2022,0.961
2022-04-29,1001,Organic Bananas,139.36,False,4,4,2022,0.961
2022-04-30,1001,Organic Bananas,176.86,False,5,4,2022,0.961
2022-05-01,1001,Organic Bananas,130.0,False,6,5,2022,0.961
2022-05-02,1001,Organic Bananas,127.21,False,0,5,2022,0.961
2022-05-03,1001,Organic Bananas,113.75,False,1,5,2022,0.961
2022-05-04,1001,Organic Bananas,115.03,False,2,5,2022,0.961
2022-05-05,1001,Organic Bananas,130.78,False,3,5,2022,0.961
2022-05-06,1001,Organic Bananas,128.63,False,4,5,2022,0.961
2022-05-07,1001,Organic Bananas,145.4,False,5,5,2022,0.962
2022-05-08,1001,Organic Bananas,151.58,False,6,5,2022,0.962
2022-05-09,1001,Organic Bananas,104.26,False,0,5,2022,0.962
2022-05-10,1001,Organic Bananas,111.22,False,1,5,2022,0.962
2022-05-11,1001,Organic Bananas,126.91,False,2,5,2022,0.962
2022-05-12,1001,Organic Bananas,126.05,False,3,5,2022,0.962
2022-05-13,1001,Organic Bananas,168.32,True,4,5,2022,0.962
2022-05-14,1001,Organic Bananas,178.21,False,5,5,2022,0.962
2022-05-15,1001,Organic Bananas,145.06,False,6,5,2022,0.962
2022-05-16,1001,Organic Bananas,107.67,False,0,5,2022,0.962
2022-05-17,1001,Organic Bananas,130.04,False,1,5,2022,0.962
2022-05-18,1001,Organic Bananas,118.43,False,2,5,2022,0.963
2022-05-19,1001,Organic Bananas,129.4,False,3,5,2022,0.963
2022-05-20,1001,Organic Bananas,123.11,False,4,5,2022,0.963
2022-05-21,1001,Organic Bananas,169.1,False,5,5,2022,0.963
2022-05-22,1001,Organic Bananas,171.92,False,6,5,2022,0.963
2022-05-23,1001,Organic Bananas,143.06,True,0,5,2022,0.963
2022-05-24,1001,Organic Bananas,120.6,False,1,5,2022,0.963
2022-05-25,1001,Organic Bananas,159.88,True,2,5,2022,0.963
2022-05-26,1001,Organic Bananas,125.59,False,3,5,2022,0.963
2022-05-27,1001,Organic Bananas,127.6,False,4,5,2022,0.963
2022-05-28,1001,Organic Bananas,155.27,False,5,5,2022,0.963
2022-05-29,1001,Organic Bananas,158.98,False,6,5,2022,0.964
2022-05-30,1001,Organic Bananas,98.42,False,0,5,2022,0.964
2022-05-31,1001,Organic Bananas,134.51,True,1,5,2022,0.964
2022-06-01,1001,Organic Bananas,154.62,True,2,6,2022,0.964
2022-06-02,1001,Organic Bananas,126.26,False,3,6,2022,0.964
2022-06-03,1001,Organic Bananas,118.66,False,4,6,2022,0.964
2022-06-04,1001,Organic Bananas,144.35,False,5,6,2022,0.964
2022-06-05,1001,Organic Bananas,182.71,True,6,6,2022,0.964
2022-06-06,1001,Organic Bananas,100.72,False,0,6,2022,0.964
2022-06-07,1001,Organic Bananas,130.39,False,1,6,2022,0.964
2022-06-08,1001,Organic Bananas,120.28,False,2,6,2022,0.964
2022-06-09,1001,Organic Bananas,134.3,False,3,6,2022,0.965
2022-06-10,1001,Organic Bananas,159.44,True,4,6,2022,0.965
2022-06-11,1001,Organic Bananas,166.55,False,5,6,2022,0.965
2022-06-12,1001,Organic Bananas,116.62,False,6,6,2022,0.965
2022-06-13,1001,Organic Bananas,109.53,False,0,6,2022,0.965
2022-06-14,1001,Organic Bananas,105.89,False,1,6,2022,0.965
2022-06-15,1001,Organic Bananas,117.66,False,2,6,2022,0.965
2022-06-16,1001,Organic Bananas,119.47,False,3,6,2022,0.965
2022-06-17,1001,Organic Bananas,109.69,False,4,6,2022,0.965
2022-06-18,1001,Organic Bananas,219.33,True,5,6,2022,0.965
2022-06-19,1001,Organic Bananas,142.34,False,6,6,2022,0.965
2022-06-20,1001,Organic Bananas,101.86,False,0,6,2022,0.966
2022-06-21,1001,Organic Bananas,132.4,True,1,6,2022,0.966
2022-06-22,1001,Organic Bananas,119.25,False,2,6,2022,0.966
2022-06-23,1001,Organic Bananas,109.44,False,3,6,2022,0.966
2022-06-24,1001,Organic Bananas,126.24,False,4,6,2022,0.966
2022-06-25,1001,Organic Bananas,146.05,False,5,6,2022,0.966
2022-06-26,1001,Organic Bananas,129.79,False,6,6,2022,0.966
2022-06-27,1001,Organic Bananas,128.33,True,0,6,2022,0.966
2022-06-28,1001,Organic Bananas,103.61,False,1,6,2022,0.966
2022-06-29,1001,Organic Bananas,108.41,False,2,6,2022,0.966
2022-06-30,1001,Organic Bananas,111.39,False,3,6,2022,0.966
2022-07-01,1001,Organic Bananas,116.41,False,4,7,2022,0.967
2022-07-02,1001,Organic Bananas,163.12,False,5,7,2022,0.967
2022-07-03,1001,Organic Bananas,141.97,False,6,7,2022,0.967
2022-07-04,1001,Organic Bananas,99.31,False,0,7,2022,0.967
2022-07-05,1001,Organic Bananas,99.59,False,1,7,2022,0.967
2022-07-06,1001,Organic Bananas,143.04,True,2,7,2022,0.967
2022-07-07,1001,Organic Bananas,113.07,False,3,7,2022,0.967
2022-07-08,1001,Organic Bananas,91.4,False,4,7,2022,0.967
2022-07-09,1001,Organic Bananas,138.21,False,5,7,2022,0.967
2022-07-10,1001,Organic Bananas,154.61,False,6,7,2022,0.967
2022-07-11,1001,Organic Bananas,84.24,False,0,7,2022,0.967
2022-07-12,1001,Organic Bananas,98.06,False,1,7,2022,0.968
2022-07-13,1001,Organic Bananas,77.2,False,2,7,2022,0.968
2022-07-14,1001,Organic Bananas,119.09,False,3,7,2022,0.968
2022-07-15,1001,Organic Bananas,144.83,True,4,7,2022,0.968
2022-07-16,1001,Organic Bananas,186.85,True,5,7,2022,0.968
2022-07-17,1001,Organic Bananas,163.82,True,6,7,2022,0.968
2022-07-18,1001,Organic Bananas,80.81,False,0,7,2022,0.968
2022-07-19,1001,Organic Bananas,97.89,False,1,7,2022,0.968
2022-07-20,1001,Organic Bananas,121.12,False,2,7,2022,0.968
2022-07-21,1001,Organic Bananas,111.51,False,3,7,2022,0.968
2022-07-22,1001,Organic Bananas,102.34,False,4,7,2022,0.968
2022-07-23,1001,Organic Bananas,134.36,False,5,7,2022,0.969
2022-07-24,1001,Organic Bananas,112.44,False,6,7,2022,0.969
2022-07-25,1001,Organic Bananas,92.7,False,0,7,2022,0.969
2022-07-26,1001,Organic Bananas,96.06,False,1,7,2022,0.969
2022-07-27,1001,Organic Bananas,110.33,False,2,7,2022,0.969
2022-07-28,1001,Organic Bananas,111.6,False,3,7,2022,0.969
2022-07-29,1001,Organic Bananas,120.1,False,4,7,2022,0.969
2022-07-30,1001,Organic Bananas,143.85,False,5,7,2022,0.969
2022-07-31,1001,Organic Bananas,118.26,False,6,7,2022,0.969
2022-08-01,1001,Organic Bananas,87.85,False,0,8,2022,0.969
2022-08-02,1001,Organic Bananas,82.86,False,1,8,2022,0.969
2022-08-03,1001,Organic Bananas,89.38,False,2,8,2022,0.97
2022-08-04,1001,Organic Bananas,101.86,False,3,8,2022,0.97
2022-08-05,1001,Organic Bananas,114.63,False,4,8,2022,0.97
2022-08-06,1001,Organic Bananas,167.71,True,5,8,2022,0.97
2022-08-07,1001,Organic Bananas,118.28,False,6,8,2022,0.97
2022-08-08,1001,Organic Bananas,81.6,False,0,8,2022,0.97
2022-08-09,1001,Organic Bananas,85.3,False,1,8,2022,0.97
2022-08-10,1001,Organic Bananas,124.92,True,2,8,2022,0.97
2022-08-11,1001,Organic Bananas,86.97,False,3,8,2022,0.97
2022-08-12,1001,Organic Bananas,113.84,False,4,8,2022,0.97
2022-08-13,1001,Organic Bananas,122.56,False,5,8,2022,0.97
2022-08-14,1001,Organic Bananas,158.8,True,6,8,2022,0.971
2022-08-15,1001,Organic Bananas,72.99,False,0,8,2022,0.971
2022-08-16,1001,Organic Bananas,93.14,False,1,8,2022,0.971
2022-08-17,1001,Organic Bananas,97.79,False,2,8,2022,0.971
2022-08-18,1001,Organic Bananas,100.1,False,3,8,2022,0.971
2022-08-19,1001,Organic Bananas,93.65,False,4,8,2022,0.971
2022-08-20,1001,Organic Bananas,127.47,False,5,8,2022,0.971
2022-08-21,1001,Organic Bananas,106.06,False,6,8,2022,0.971
2022-08-22,1001,Organic Bananas,79.6,False,0,8,2022,0.971
2022-08-23,1001,Organic Bananas,94.45,False,1,8,2022,0.971
2022-08-24,1001,Organic Bananas,136.19,True,2,8,2022,0.971
2022-08-25,1001,Organic Bananas,95.46,False,3,8,2022,0.972
2022-08-26,1001,Organic Bananas,92.07,False,4,8,2022,0.972
2022-08-27,1001,Organic Bananas,103.86,False,5,8,2022,0.972
2022-08-28,1001,Organic Bananas,113.79,False,6,8,2022,0.972
2022-08-29,1001,Organic Bananas,61.75,False,0,8,2022,0.972
2022-08-30,1001,Organic Bananas,91.13,False,1,8,2022,0.972
2022-08-31,1001,Organic Bananas,89.2,False,2,8,2022,0.972
2022-09-01,1001,Organic Bananas,105.94,False,3,9,2022,0.972
2022-09-02,1001,Organic Bananas,92.18,False,4,9,2022,0.972
2022-09-03,1001,Organic Bananas,99.33,False,5,9,2022,0.972
2022-09-04,1001,Organic Bananas,117.18,False,6,9,2022,0.972
2022-09-05,1001,Organic Bananas,107.99,True,0,9,2022,0.973
2022-09-06,1001,Organic Bananas,72.39,False,1,9,2022,0.973
2022-09-07,1001,Organic Bananas,121.65,True,2,9,2022,0.973
2022-09-08,1001,Organic Bananas,98.17,False,3,9,2022,0.973
2022-09-09,1001,Organic Bananas,127.25,True,4,9,2022,0.973
2022-09-10,1001,Organic Bananas,129.2,False,5,9,2022,0.973
2022-09-11,1001,Organic Bananas,108.5,False,6,9,2022,0.973
2022-09-12,1001,Organic Bananas,71.76,False,0,9,2022,0.973
2022-09-13,1001,Organic Bananas,83.7,False,1,9,2022,0.973
2022-09-14,1001,Organic Bananas,105.5,False,2,9,2022,0.973
2022-09-15,1001,Organic Bananas,91.11,False,3,9,2022,0.973
2022-09-16,1001,Organic Bananas,98.0,False,4,9,2022,0.974
2022-09-17,1001,Organic Bananas,124.47,False,5,9,2022,0.974
2022-09-18,1001,Organic Bananas,122.93,False,6,9,2022,0.974
2022-09-19,1001,Organic Bananas,69.76,False,0,9,2022,0.974
2022-09-20,1001,Organic Bananas,88.4,False,1,9,2022,0.974
2022-09-21,1001,Organic Bananas,73.55,False,2,9,2022,0.974
2022-09-22,1001,Organic Bananas,77.38,False,3,9,2022,0.974
2022-09-23,1001,Organic Bananas,114.17,False,4,9,2022,0.974
2022-09-24,1001,Organic Bananas,125.85,False,5,9,2022,0.974
2022-09-25,1001,Organic Bananas,111.93,False,6,9,2022,0.974
2022-09-26,1001,Organic Bananas,68.42,False,0,9,2022,0.974
2022-09-27,1001,Organic Bananas,78.58,False,1,9,2022,0.975
2022-09-28,1001,Organic Bananas,104.59,False,2,9,2022,0.975
2022-09-29,1001,Organic Bananas,80.82,False,3,9,2022,0.975
2022-09-30,1001,Organic Bananas,92.35,False,4,9,2022,0.975
2022-10-01,1001,Organic Bananas,142.4,False,5,10,2022,0.975
2022-10-02,1001,Organic Bananas,103.53,False,6,10,2022,0.975
2022-10-03,1001,Organic Bananas,78.22,False,0,10,2022,0.975
2022-10-04,1001,Organic Bananas,92.45,False,1,10,2022,0.975
2022-10-05,1001,Organic Bananas,75.92,False,2,10,2022,0.975
2022-10-06,1001,Organic Bananas,101.35,False,3,10,2022,0.975
2022-10-07,1001,Organic Bananas,104.59,False,4,10,2022,0.975
2022-10-08,1001,Organic Bananas,127.5,False,5,10,2022,0.976
2022-10-09,1001,Organic Bananas,113.51,False,6,10,2022,0.976
2022-10-10,1001,Organic Bananas,138.28,True,0,10,2022,0.976
2022-10-11,1001,Organic Bananas,79.76,False,1,10,2022,0.976
2022-10-12,1001,Organic Bananas,124.17,True,2,10,2022,0.976
2022-10-13,1001,Organic Bananas,94.34,False,3,10,2022,0.976
2022-10-14,1001,Organic Bananas,110.39,False,4,10,2022,0.976
2022-10-15,1001,Organic Bananas,124.34,False,5,10,2022,0.976
2022-10-16,1001,Organic Bananas,109.5,False,6,10,2022,0.976
2022-10-17,1001,Organic Bananas,82.35,False,0,10,2022,0.976
2022-10-18,1001,Organic Bananas,86.92,False,1,10,2022,0.976
2022-10-19,1001,Organic Bananas,94.34,False,2,10,2022,0.977
2022-10-20,1001,Organic Bananas,127.31,True,3,10,2022,0.977
2022-10-21,1001,Organic Bananas,108.82,False,4,10,2022,0.977
2022-10-22,1001,Organic Bananas,134.41,False,5,10,2022,0.977
2022-10-23,1001,Organic Bananas,120.79,False,6,10,2022,0.977
2022-10-24,1001,Organic Bananas,90.28,False,0,10,2022,0.977
2022-10-25,1001,Organic Bananas,78.9,False,1,10,2022,0.977
2022-10-26,1001,Organic Bananas,98.18,False,2,10,2022,0.977
2022-10-27,1001,Organic Bananas,133.11,True,3,10,2022,0.977
2022-10-28,1001,Organic Bananas,88.42,False,4,10,2022,0.977
2022-10-29,1001,Organic Bananas,129.41,False,5,10,2022,0.977
2022-10-30,1001,Organic Bananas,115.27,False,6,10,2022,0.978
2022-10-31,1001,Organic Bananas,78.41,False,0,10,2022,0.978
2022-11-01,1001,Organic Bananas,102.06,False,1,11,2022,0.978
2022-11-02,1001,Organic Bananas,91.31,False,2,11,2022,0.978
2022-11-03,1001,Organic Bananas,95.4,False,3,11,2022,0.978
2022-11-04,1001,Organic Bananas,107.8,False,4,11,2022,0.978
2022-11-05,1001,Organic Bananas,138.52,False,5,11,2022,0.978
2022-11-06,1001,Organic Bananas,121.98,False,6,11,2022,0.978
2022-11-07,1001,Organic Bananas,96.75,False,0,11,2022,0.978
2022-11-08,1001,Organic Bananas,97.05,False,1,11,2022,0.978
2022-11-09,1001,Organic Bananas,80.79,False,2,11,2022,0.978
2022-11-10,1001,Organic Bananas,99.43,False,3,11,2022,0.979
2022-11-11,1001,Organic Bananas,104.65,False,4,11,2022,0.979
2022-11-12,1001,Organic Bananas,139.34,False,5,11,2022,0.979
2022-11-13,1001,Organic Bananas,129.52,False,6,11,2022,0.979
2022-11-14,1001,Organic Bananas,109.49,False,0,11,2022,0.979
2022-11-15,1001,Organic Bananas,117.78,False,1,11,2022,0.979
2022-11-16,1001,Organic Bananas,101.35,False,2,11,2022,0.979
2022-11-17,1001,Organic Bananas,115.2,False,3,11,2022,0.979
2022-11-18,1001,Organic Bananas,141.26,False,4,11,2022,0.979
2022-11-19,1001,Organic Bananas,145.28,False,5,11,2022,0.979
2022-11-20,1001,Organic Bananas,174.08,True,6,11,2022,0.979
2022-11-21,1001,Organic Bananas,92.04,False,0,11,2022,0.98
2022-11-22,1001,Organic Bananas,95.52,False,1,11,2022,0.98
2022-11-23,1001,Organic Bananas,98.54,False,2,11,2022,0.98
2022-11-24,1001,Organic Bananas,101.47,False,3,11,2022,0.98
2022-11-25,1001,Organic Bananas,112.92,True,4,11,2022,0.98
2022-11-26,1001,Organic Bananas,102.34,False,5,11,2022,0.98
2022-11-27,1001,Organic Bananas,203.72,True,6,11,2022,0.98
2022-11-28,1001,Organic Bananas,107.54,True,0,11,2022,0.98
2022-11-29,1001,Organic Bananas,130.09,True,1,11,2022,0.98
2022-11-30,1001,Organic Bananas,104.45,False,2,11,2022,0.98
2022-12-01,1001,Organic Bananas,112.52,False,3,12,2022,0.981
2022-12-02,1001,Organic Bananas,113.13,False,4,12,2022,0.981
2022-12-03,1001,Organic Bananas,170.36,False,5,12,2022,0.981
2022-12-04,1001,Organic Bananas,145.88,False,6,12,2022,0.981
2022-12-05,1001,Organic Bananas,86.0,False,0,12,2022,0.981
2022-12-06,1001,Organic Bananas,103.82,False,1,12,2022,0.981
2022-12-07,1001,Organic Bananas,124.74,False,2,12,2022,0.981
2022-12-08,1001,Organic Bananas,105.97,False,3,12,2022,0.981
2022-12-09,1001,Organic Bananas,109.5,False,4,12,2022,0.981
2022-12-10,1001,Organic Bananas,152.83,False,5,12,2022,0.981
2022-12-11,1001,Organic Bananas,132.92,False,6,12,2022,0.981
2022-12-12,1001,Organic Bananas,115.94,False,0,12,2022,0.982
2022-12-13,1001,Organic Bananas,112.48,False,1,12,2022,0.982
2022-12-14,1001,Organic Bananas,121.72,False,2,12,2022,0.982
2022-12-15,1001,Organic Bananas,145.25,True,3,12,2022,0.982
2022-12-16,1001,Organic Bananas,127.07,False,4,12,2022,0.982
2022-12-17,1001,Organic Bananas,158.23,False,5,12,2022,0.982
2022-12-18,1001,Organic Bananas,138.1,False,6,12,2022,0.982
2022-12-19,1001,Organic Bananas,104.79,False,0,12,2022,0.982
2022-12-20,1001,Organic Bananas,120.07,False,1,12,2022,0.982
2022-12-21,1001,Organic Bananas,126.73,False,2,12,2022,0.982
2022-12-22,1001,Organic Bananas,125.05,False,3,12,2022,0.982
2022-12-23,1001,Organic Bananas,119.84,False,4,12,2022,0.983
2022-12-24,1001,Organic Bananas,147.33,False,5,12,2022,0.983
2022-12-25,1001,Organic Bananas,140.96,False,6,12,2022,0.983
2022-12-26,1001,Organic Bananas,133.49,True,0,12,2022,0.983
2022-12-27,1001,Organic Bananas,134.39,True,1,12,2022,0.983
2022-12-28,1001,Organic Bananas,116.37,False,2,12,2022,0.983
2022-12-29,1001,Organic Bananas,109.5,False,3,12,2022,0.983
2022-12-30,1001,Organic Bananas,120.66,False,4,12,2022,0.983
2022-12-31,1001,Organic Bananas,166.42,False,5,12,2022,0.983
2023-01-01,1001,Organic Bananas,153.07,False,6,1,2023,0.983
2023-01-02,1001,Organic Bananas,106.45,True,0,1,2023,0.983
2023-01-03,1001,Organic Bananas,103.82,False,1,1,2023,0.984
2023-01-04,1001,Organic Bananas,110.38,False,2,1,2023,0.984
2023-01-05,1001,Organic Bananas,134.81,False,3,1,2023,0.984
2023-01-06,1001,Organic Bananas,176.75,True,4,1,2023,0.984
2023-01-07,1001,Organic Bananas,171.41,False,5,1,2023,0.984
2023-01-08,1001,Organic Bananas,178.29,False,6,1,2023,0.984
2023-01-09,1001,Organic Bananas,98.72,False,0,1,2023,0.984
2023-01-10,1001,Organic Bananas,128.3,False,1,1,2023,0.984
2023-01-11,1001,Organic Bananas,114.88,False,2,1,2023,0.984
2023-01-12,1001,Organic Bananas,162.63,True,3,1,2023,0.984
2023-01-13,1001,Organic Bananas,145.76,False,4,1,2023,0.984
2023-01-14,1001,Organic Bananas,174.5,False,5,1,2023,0.985
2023-01-15,1001,Organic Bananas,156.74,False,6,1,2023,0.985
2023-01-16,1001,Organic Bananas,100.31,False,0,1,2023,0.985
2023-01-17,1001,Organic Bananas,119.06,False,1,1,2023,0.985
2023-01-18,1001,Organic Bananas,132.78,False,2,1,2023,0.985
2023-01-19,1001,Organic Bananas,128.23,False,3,1,2023,0.985
2023-01-20,1001,Organic Bananas,149.04,False,4,1,2023,0.985
2023-01-21,1001,Organic Bananas,182.02,False,5,1,2023,0.985
2023-01-22,1001,Organic Bananas,172.27,False,6,1,2023,0.985
2023-01-23,1001,Organic Bananas,178.64,True,0,1,2023,0.985
2023-01-24,1001,Organic Bananas,124.65,False,1,1,2023,0.985
2023-01-25,1001,Organic Bananas,151.01,False,2,1,2023,0.986
2023-01-26,1001,Organic Bananas,137.66,False,3,1,2023,0.986
2023-01-27,1001,Organic Bananas,137.18,False,4,1,2023,0.986
2023-01-28,1001,Organic Bananas,171.73,False,5,1,2023,0.986
2023-01-29,1001,Organic Bananas,164.21,False,6,1,2023,0.986
2023-01-30,1001,Organic Bananas,104.96,False,0,1,2023,0.986
2023-01-31,1001,Organic Bananas,121.26,False,1,1,2023,0.986
2023-02-01,1001,Organic Bananas,136.07,False,2,2,2023,0.986
